戦略,利確pips,損切りpips,時間帯,曜日,ボラ条件,トレンド条件,学習_取引回数,学習_1日平均回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_1日平均回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,乖離率(検証PF/学習PF),総合スコア,判定
"EMAクロス(5,20)",10,10,22時台,全曜日,なし,下降トレンドのみ,212,1.3,49.5,-24.9,9.71,-9.76,0.976,-180.1,8,90,1.3,43.3,-107.4,9.76,-9.57,0.78,-133.4,6,0.799,10.1,不採用
"MACDクロス(12,26,9)",15,20,22時台,全曜日,なし,レンジのみ,183,1.1,51.4,-124.4,12.76,-14.88,0.906,-296.8,5,73,1.1,47.9,-144.1,13.43,-16.16,0.765,-174.1,3,0.844,10.1,不採用
"EMAクロス(5,20)",8,10,22時台,全曜日,なし,下降トレンドのみ,215,1.3,52.1,-125.3,7.85,-9.75,0.875,-222.1,9,91,1.3,48.4,-111.5,7.83,-9.7,0.756,-137.5,6,0.864,10.1,不採用
トレンド押し目(EMA200+RSI40/60),20,15,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,180,1.1,41.1,-174.6,18.66,-14.67,0.888,-416.8,10,73,1.1,37.0,-133.2,19.28,-14.21,0.796,-179.5,5,0.896,10.1,不採用
トレンド押し目(EMA200+RSI40/60),8,15,NY(21-23時),全曜日,なし,レンジのみ,227,1.2,57.3,-283.7,7.9,-13.51,0.784,-385.8,7,108,1.2,58.3,-141.2,7.94,-14.26,0.78,-227.2,7,0.995,10.1,不採用
"EMAクロス(10,50)",8,5,16時台,全曜日,なし,トレンド順方向のみ,74,1.1,35.1,-32.0,8.0,-5.0,0.867,-99.0,14,27,1.0,29.6,-31.0,8.0,-5.0,0.674,-57.0,11,0.777,10.1,不採用
"EMAクロス(10,50)",20,10,21時台,全曜日,なし,上昇トレンドのみ,141,1.1,36.9,33.5,17.49,-9.84,1.038,-233.8,12,59,1.1,32.2,-69.0,15.94,-9.3,0.814,-140.0,8,0.784,10.1,不採用
トレンド押し目(EMA200+RSI40/60),5,10,10時台,全曜日,なし,なし,256,1.2,60.5,-235.0,5.0,-10.0,0.767,-280.0,6,65,1.1,56.9,-95.0,5.0,-10.0,0.661,-110.0,5,0.862,10.1,不採用
"RSI逆張り(25,75)",20,5,22時台,全曜日,なし,上昇トレンドのみ,117,1.2,18.8,-148.8,14.45,-4.91,0.681,-149.3,17,36,1.2,16.7,-61.0,14.83,-5.0,0.593,-61.0,8,0.871,10.1,不採用
トレンド押し目(EMA200+RSI40/60),20,10,22時台,全曜日,なし,なし,234,1.1,41.0,257.5,16.24,-9.43,1.198,-139.7,13,135,1.3,33.3,-109.6,16.57,-9.5,0.872,-219.6,8,0.728,10.1,不採用
トレンド押し目(EMA200+RSI40/60),20,20,21時台,全曜日,なし,なし,275,1.0,52.0,116.8,17.05,-17.59,1.05,-249.1,7,103,1.0,44.7,-106.0,18.9,-17.11,0.891,-280.9,9,0.849,10.1,不採用
"RSI逆張り(25,75)",5,10,9時台,全曜日,なし,下降トレンドのみ,74,1.1,74.3,85.0,5.0,-10.0,1.447,-35.0,3,30,1.4,53.3,-60.0,5.0,-10.0,0.571,-85.0,2,0.395,10.1,不採用
"MACDクロス(12,26,9)",5,20,9時台,全曜日,なし,下降トレンドのみ,251,1.1,79.3,-30.3,5.0,-19.72,0.97,-100.0,2,91,1.2,74.7,-120.0,5.0,-20.0,0.739,-160.0,3,0.762,10.1,不採用
"MACDクロス(12,26,9)",5,10,10時台,全曜日,なし,下降トレンドのみ,224,1.2,63.8,-95.0,5.0,-10.0,0.883,-155.0,4,98,1.3,58.2,-125.0,5.0,-10.0,0.695,-140.0,3,0.787,10.1,不採用
"EMAクロス(5,20)",10,10,21時台,全曜日,なし,トレンド順方向のみ,262,1.0,52.3,113.2,9.7,-9.73,1.093,-200.0,6,98,1.0,44.9,-104.1,9.79,-9.91,0.805,-144.1,6,0.737,10.1,不採用
"RSI逆張り(30,70)",5,5,NY(21-23時),全曜日,なし,トレンド順方向のみ,36,1.0,41.7,-30.0,5.0,-5.0,0.714,-50.0,4,17,1.1,29.4,-35.0,5.0,-5.0,0.417,-35.0,6,0.584,10.1,不採用
"RSI逆張り(25,75)",8,20,ロンドン(16-21時),全曜日,なし,レンジのみ,121,1.0,75.2,173.6,8.0,-18.48,1.313,-104.0,3,30,1.0,63.3,-68.0,8.0,-20.0,0.691,-92.0,3,0.526,10.1,不採用
トレンド押し目(EMA200+RSI40/60),20,10,22時台,全曜日,なし,下降トレンドのみ,50,1.1,48.0,137.1,16.07,-9.57,1.551,-70.0,7,30,1.2,26.7,-66.2,18.31,-9.67,0.689,-76.2,4,0.444,10.0,不採用
"RSI逆張り(25,75)",8,10,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,208,1.5,53.4,-82.0,8.0,-10.0,0.915,-164.0,6,89,1.6,49.4,-98.0,8.0,-10.0,0.782,-180.0,6,0.855,10.0,不採用
"RSI逆張り(25,75)",10,10,16時台,全曜日,なし,レンジのみ,35,1.1,60.0,62.4,9.64,-10.0,1.446,-30.0,3,7,1.2,28.6,-30.0,10.0,-10.0,0.4,-50.0,5,0.277,10.0,不採用
"EMAクロス(5,20)",15,20,10時台,全曜日,なし,上昇トレンドのみ,203,1.1,48.8,-537.3,14.76,-19.21,0.731,-707.5,8,77,1.0,50.6,-175.1,14.64,-19.63,0.765,-265.1,5,1.047,10.0,不採用
トレンド押し目(EMA200+RSI40/60),8,10,NY(21-23時),全曜日,なし,下降トレンドのみ,117,1.1,65.0,205.6,7.97,-9.75,1.514,-70.0,5,48,1.2,47.9,-66.0,8.0,-10.0,0.736,-92.0,5,0.486,10.0,不採用
"RSI逆張り(30,70)",15,10,22時台,全曜日,なし,トレンド順方向のみ,17,1.0,41.2,5.0,15.0,-10.0,1.05,-35.0,3,6,1.0,16.7,-35.0,15.0,-10.0,0.3,-40.0,5,0.286,10.0,不採用
"EMAクロス(5,20)",5,15,16時台,全曜日,なし,上昇トレンドのみ,266,1.1,69.9,-235.9,5.0,-14.57,0.798,-265.9,5,111,1.2,67.6,-150.8,5.0,-14.61,0.713,-165.8,4,0.893,10.0,不採用
"EMAクロス(5,20)",8,15,22時台,全曜日,なし,トレンド順方向のみ,226,1.0,59.7,-95.6,7.78,-12.59,0.917,-217.6,6,87,1.0,57.5,-112.9,8.0,-13.86,0.78,-191.0,5,0.851,10.0,不採用
"EMAクロス(5,20)",10,10,16時台,全曜日,なし,上昇トレンドのみ,281,1.2,44.5,-302.3,9.94,-9.9,0.804,-362.3,9,121,1.3,43.0,-160.8,10.0,-9.87,0.764,-160.8,7,0.95,10.0,不採用
トレンド押し目(EMA200+RSI40/60),5,10,NY(21-23時),全曜日,なし,下降トレンドのみ,121,1.2,71.9,105.2,5.0,-9.7,1.319,-45.0,3,48,1.2,58.3,-60.0,5.0,-10.0,0.7,-90.0,5,0.531,10.0,不採用
トレンド押し目(EMA200+RSI40/60),20,15,21時台,全曜日,なし,なし,281,1.1,43.8,-121.4,17.36,-14.28,0.946,-305.6,7,105,1.1,39.0,-116.1,18.77,-13.84,0.869,-271.0,10,0.919,10.0,不採用
"EMAクロス(5,20)",20,5,22時台,全曜日,なし,レンジのみ,182,1.4,19.8,-114.9,16.95,-4.97,0.842,-229.8,31,74,1.3,17.6,-80.7,17.21,-4.99,0.735,-95.7,11,0.873,10.0,不採用
"EMAクロス(5,20)",20,5,10時台,全曜日,なし,トレンド順方向のみ,145,1.1,20.7,13.2,19.61,-5.0,1.023,-95.0,18,49,1.1,16.3,-45.0,20.0,-5.0,0.78,-105.0,12,0.762,10.0,不採用
"RSI逆張り(25,75)",10,10,ロンドン(16-21時),全曜日,なし,レンジのみ,130,1.1,54.6,112.4,9.89,-10.0,1.191,-90.0,6,33,1.1,39.4,-70.0,10.0,-10.0,0.65,-70.0,4,0.546,10.0,不採用
"EMAクロス(10,50)",10,5,16時台,全曜日,なし,トレンド順方向のみ,74,1.1,33.8,5.0,10.0,-5.0,1.02,-85.0,14,27,1.0,25.9,-30.0,10.0,-5.0,0.7,-55.0,11,0.686,10.0,不採用
"EMAクロス(10,50)",5,20,22時台,全曜日,なし,上昇トレンドのみ,128,1.1,73.4,-62.9,4.95,-15.53,0.881,-111.9,3,61,1.1,72.1,-97.0,5.0,-18.65,0.694,-127.0,4,0.788,9.9,不採用
"MACDクロス(12,26,9)",5,5,10時台,全曜日,なし,トレンド順方向のみ,193,1.1,42.0,-155.0,5.0,-5.0,0.723,-190.0,8,81,1.1,39.5,-85.0,5.0,-5.0,0.653,-105.0,8,0.903,9.9,不採用
"EMAクロス(5,20)",15,10,9時台,全曜日,なし,下降トレンドのみ,220,1.2,45.5,300.0,15.0,-10.0,1.25,-115.0,11,97,1.6,35.1,-120.0,15.0,-10.0,0.81,-110.0,7,0.648,9.9,不採用
"EMAクロス(10,50)",15,15,21時台,全曜日,なし,上昇トレンドのみ,140,1.1,52.1,62.5,14.03,-14.35,1.065,-258.1,12,57,1.0,45.6,-95.2,12.18,-13.28,0.769,-105.0,6,0.722,9.9,不採用
"RSI逆張り(25,75)",8,10,ロンドン(16-21時),全曜日,なし,レンジのみ,130,1.1,58.5,68.0,8.0,-10.0,1.126,-98.0,4,33,1.1,42.4,-78.0,8.0,-10.0,0.589,-76.0,3,0.523,9.9,不採用
"RSI逆張り(25,75)",8,20,9時台,全曜日,なし,下降トレンドのみ,70,1.1,74.3,56.0,8.0,-20.0,1.156,-72.0,2,24,1.1,62.5,-60.0,8.0,-20.0,0.667,-120.0,2,0.577,9.9,不採用
"RSI逆張り(25,75)",15,20,NY(21-23時),全曜日,なし,トレンド順方向のみ,9,1.0,33.3,-62.3,15.0,-17.88,0.419,-67.3,5,3,1.0,0.0,-60.0,0.0,-20.0,0.0,-40.0,3,0.0,9.9,不採用
"RSI逆張り(25,75)",15,20,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,247,1.3,52.2,-448.5,13.86,-18.96,0.799,-476.0,7,83,1.3,49.4,-166.7,15.0,-18.61,0.787,-211.7,6,0.985,9.9,不採用
"EMAクロス(10,50)",5,20,NY(21-23時),全曜日,なし,レンジのみ,191,1.2,72.8,-232.6,4.97,-17.77,0.748,-277.6,4,68,1.3,70.6,-131.6,5.0,-18.58,0.646,-136.6,3,0.864,9.9,不採用
"RSI逆張り(25,75)",20,20,NY(21-23時),全曜日,なし,トレンド順方向のみ,9,1.0,22.2,-87.3,20.0,-18.19,0.314,-67.3,5,3,1.0,0.0,-60.0,0.0,-20.0,0.0,-40.0,3,0.0,9.9,不採用
"EMAクロス(5,20)",20,20,22時台,全曜日,なし,上昇トレンドのみ,254,1.1,45.3,-288.0,15.7,-15.06,0.862,-453.8,7,100,1.1,49.0,-163.4,14.13,-16.78,0.809,-221.7,6,0.939,9.9,不採用
"EMAクロス(5,20)",8,5,22時台,全曜日,なし,トレンド順方向のみ,236,1.1,38.1,-3.6,7.88,-4.88,0.995,-121.5,10,89,1.1,31.5,-81.0,8.0,-5.0,0.734,-84.0,9,0.738,9.9,不採用
"EMAクロス(10,50)",5,15,22時台,全曜日,なし,上昇トレンドのみ,130,1.1,66.2,-149.5,4.94,-13.06,0.74,-170.0,3,62,1.1,66.1,-104.3,5.0,-14.73,0.663,-154.3,4,0.896,9.9,不採用
"RSI逆張り(30,70)",10,20,22時台,全曜日,なし,下降トレンドのみ,147,1.2,63.3,-78.9,9.53,-17.88,0.918,-200.3,3,46,1.1,58.7,-100.8,9.64,-19.0,0.721,-140.8,3,0.785,9.9,不採用
"EMAクロス(5,20)",5,20,16時台,全曜日,なし,上昇トレンドのみ,259,1.1,76.8,-134.6,5.0,-18.83,0.881,-206.8,4,109,1.1,73.4,-150.6,5.0,-18.99,0.726,-175.6,3,0.824,9.9,不採用
トレンド押し目(EMA200+RSI40/60),5,5,22時台,全曜日,なし,上昇トレンドのみ,77,1.1,54.5,31.8,4.92,-5.0,1.182,-48.2,5,42,1.1,38.1,-50.0,5.0,-5.0,0.615,-60.0,6,0.52,9.9,不採用
"RSI逆張り(25,75)",8,5,21時台,全曜日,なし,レンジのみ,51,1.2,31.4,-47.0,8.0,-5.0,0.731,-51.0,8,18,1.2,22.2,-38.0,8.0,-5.0,0.457,-49.0,6,0.625,9.9,不採用
トレンド押し目(EMA200+RSI40/60),20,15,21時台,全曜日,なし,レンジのみ,128,1.1,39.8,-169.3,17.84,-14.02,0.843,-258.6,11,51,1.0,37.3,-93.6,18.97,-14.19,0.794,-201.6,7,0.942,9.9,不採用
トレンド押し目(EMA200+RSI40/60),10,10,22時台,全曜日,なし,なし,236,1.1,51.7,97.0,9.61,-9.43,1.09,-137.4,6,138,1.3,43.5,-146.5,9.91,-9.5,0.802,-186.5,5,0.736,9.8,不採用
"RSI逆張り(25,75)",8,15,ロンドン(16-21時),全曜日,なし,レンジのみ,124,1.1,67.7,82.4,8.0,-14.74,1.14,-107.0,3,31,1.1,54.8,-74.0,8.0,-15.0,0.648,-95.0,3,0.568,9.8,不採用
トレンド押し目(EMA200+RSI40/60),5,5,22時台,全曜日,なし,なし,248,1.2,48.8,-23.9,4.97,-4.93,0.962,-128.2,6,146,1.4,41.8,-120.0,5.0,-5.0,0.718,-120.0,6,0.746,9.8,不採用
"RSI逆張り(30,70)",10,10,22時台,全曜日,なし,トレンド順方向のみ,17,1.0,47.1,-10.0,10.0,-10.0,0.889,-40.0,3,6,1.0,16.7,-40.0,10.0,-10.0,0.2,-40.0,5,0.225,9.8,不採用
"RSI逆張り(30,70)",5,5,22時台,全曜日,なし,上昇トレンドのみ,248,1.2,46.0,-101.5,4.99,-5.0,0.849,-151.5,9,73,1.4,39.7,-75.0,5.0,-5.0,0.659,-85.0,7,0.776,9.8,不採用
"RSI逆張り(25,75)",8,10,16時台,全曜日,なし,レンジのみ,35,1.1,62.9,46.0,8.0,-10.0,1.354,-24.0,2,7,1.2,28.6,-34.0,8.0,-10.0,0.32,-50.0,5,0.236,9.8,不採用
"EMAクロス(5,20)",10,20,21時台,全曜日,なし,レンジのみ,158,1.1,62.0,-143.8,9.69,-18.22,0.868,-185.5,3,63,1.1,57.1,-128.6,9.84,-17.88,0.734,-180.0,3,0.846,9.8,不採用
"EMAクロス(10,50)",10,10,16時台,全曜日,なし,上昇トレンドのみ,152,1.1,49.3,-21.7,9.86,-9.88,0.971,-210.7,5,57,1.1,43.9,-79.8,9.61,-10.0,0.751,-130.0,6,0.773,9.8,不採用
トレンド押し目(EMA200+RSI40/60),8,10,NY(21-23時),全曜日,なし,上昇トレンドのみ,170,1.1,60.0,134.5,7.82,-9.75,1.203,-80.0,6,77,1.1,48.1,-77.4,8.0,-9.34,0.793,-130.0,7,0.659,9.8,不採用
トレンド押し目(EMA200+RSI40/60),20,20,NY(21-23時),全曜日,なし,レンジのみ,213,1.1,47.9,-205.7,16.67,-17.17,0.892,-404.2,7,100,1.1,46.0,-160.7,17.07,-17.52,0.83,-269.7,6,0.93,9.8,不採用
"EMAクロス(10,50)",5,20,NY(21-23時),全曜日,なし,上昇トレンドのみ,253,1.1,71.9,-313.8,5.0,-17.24,0.744,-343.8,4,108,1.2,72.2,-178.5,5.0,-18.95,0.686,-204.5,3,0.922,9.8,不採用
"RSI逆張り(30,70)",15,5,21時台,全曜日,なし,トレンド順方向のみ,19,1.0,21.1,-15.0,15.0,-5.0,0.8,-30.0,6,11,1.2,9.1,-35.0,15.0,-5.0,0.3,-30.0,6,0.375,9.8,不採用
トレンド押し目(EMA200+RSI40/60),8,10,22時台,全曜日,なし,なし,237,1.1,56.1,73.1,7.95,-9.47,1.074,-134.0,6,139,1.3,48.2,-155.8,7.95,-9.56,0.774,-179.8,4,0.721,9.8,不採用
"EMAクロス(10,50)",8,20,22時台,全曜日,なし,上昇トレンドのみ,128,1.1,64.1,-109.3,7.6,-15.93,0.851,-139.0,4,60,1.1,61.7,-110.6,7.59,-17.03,0.718,-146.6,4,0.844,9.8,不採用
トレンド押し目(EMA200+RSI40/60),5,20,東京(9-15時),全曜日,なし,下降トレンドのみ,231,1.1,75.3,-250.7,5.0,-19.66,0.776,-280.7,4,69,1.2,71.0,-139.7,5.0,-19.23,0.637,-134.7,2,0.821,9.8,不採用
トレンド押し目(EMA200+RSI40/60),10,15,東京(9-15時),全曜日,なし,下降トレンドのみ,228,1.1,58.8,-67.8,9.91,-14.85,0.951,-175.0,5,68,1.2,52.9,-120.0,10.0,-15.0,0.75,-120.0,5,0.789,9.8,不採用
"EMAクロス(10,50)",20,15,10時台,全曜日,なし,上昇トレンドのみ,116,1.0,44.0,6.3,18.86,-14.7,1.007,-181.4,8,41,1.0,36.6,-81.8,19.67,-14.49,0.783,-155.0,5,0.778,9.8,不採用
"RSI逆張り(30,70)",10,15,NY(21-23時),全曜日,なし,トレンド順方向のみ,36,1.0,55.6,-40.0,10.0,-15.0,0.833,-100.0,3,15,1.0,46.7,-52.3,9.67,-15.0,0.564,-65.0,5,0.677,9.8,不採用
トレンド押し目(EMA200+RSI40/60),20,20,10時台,全曜日,なし,なし,227,1.0,44.5,-495.2,19.61,-19.65,0.8,-555.2,7,60,1.0,45.0,-136.4,18.7,-19.43,0.787,-290.4,5,0.984,9.8,不採用
"EMAクロス(10,50)",15,20,22時台,全曜日,なし,下降トレンドのみ,107,1.1,52.3,-121.2,12.61,-16.23,0.854,-225.9,6,46,1.1,47.8,-121.8,13.95,-17.86,0.716,-121.8,4,0.838,9.8,不採用
"EMAクロス(5,20)",8,15,9時台,全曜日,なし,下降トレンドのみ,208,1.2,65.9,40.7,8.0,-14.86,1.039,-184.0,6,81,1.3,58.0,-134.0,8.0,-15.0,0.737,-145.0,3,0.709,9.8,不採用
"EMAクロス(10,50)",5,10,NY(21-23時),全曜日,なし,レンジのみ,206,1.2,62.6,-111.8,5.0,-9.83,0.852,-146.8,4,76,1.4,56.6,-115.0,5.0,-10.0,0.652,-130.0,3,0.765,9.8,不採用
"RSI逆張り(30,70)",15,15,22時台,全曜日,なし,上昇トレンドのみ,222,1.1,41.9,-499.4,12.59,-12.95,0.701,-505.2,7,61,1.1,41.0,-117.9,13.46,-12.63,0.741,-222.2,8,1.057,9.7,不採用
"RSI逆張り(25,75)",5,15,9時台,全曜日,なし,下降トレンドのみ,72,1.1,86.1,160.0,5.0,-15.0,2.067,-20.0,1,27,1.3,63.0,-65.0,5.0,-15.0,0.567,-100.0,2,0.274,9.7,不採用
"EMAクロス(5,20)",10,15,9時台,全曜日,なし,下降トレンドのみ,208,1.2,63.0,164.7,10.0,-14.87,1.144,-165.0,6,81,1.3,53.1,-140.0,10.0,-15.0,0.754,-145.0,3,0.659,9.7,不採用
"EMAクロス(10,50)",15,5,21時台,全曜日,なし,トレンド順方向のみ,78,1.0,39.7,195.6,13.89,-5.0,1.832,-40.0,7,41,1.0,19.5,-45.0,15.0,-5.0,0.727,-55.0,11,0.397,9.7,不採用
"EMAクロス(10,50)",20,15,16時台,全曜日,なし,上昇トレンドのみ,144,1.0,43.1,-53.7,18.15,-14.38,0.954,-295.9,6,53,1.0,39.6,-102.1,18.0,-15.0,0.787,-150.0,6,0.825,9.7,不採用
"RSI逆張り(30,70)",10,20,16時台,全曜日,なし,上昇トレンドのみ,156,1.0,64.1,-78.9,9.88,-19.06,0.926,-244.9,4,45,1.1,57.8,-105.0,10.0,-19.21,0.712,-140.0,3,0.769,9.7,不採用
"EMAクロス(10,50)",15,15,16時台,全曜日,なし,上昇トレンドのみ,144,1.0,47.2,-145.2,13.88,-14.33,0.867,-235.9,6,53,1.0,45.3,-102.1,13.87,-15.0,0.765,-165.0,6,0.882,9.7,不採用
"RSI逆張り(30,70)",8,20,16時台,全曜日,なし,上昇トレンドのみ,156,1.0,68.6,-79.4,7.97,-19.02,0.915,-207.4,4,45,1.1,62.2,-101.0,8.0,-19.12,0.689,-132.0,3,0.753,9.7,不採用
"RSI逆張り(30,70)",15,5,22時台,全曜日,なし,トレンド順方向のみ,17,1.0,29.4,15.0,15.0,-5.0,1.25,-20.0,4,6,1.0,0.0,-30.0,0.0,-5.0,0.0,-25.0,6,0.0,9.7,不採用
"MACDクロス(12,26,9)",20,20,22時台,全曜日,なし,トレンド順方向のみ,284,1.0,54.6,251.4,15.06,-16.14,1.121,-186.8,6,113,1.0,47.8,-161.3,16.48,-17.82,0.847,-185.0,6,0.756,9.7,不採用
トレンド押し目(EMA200+RSI40/60),10,5,10時台,全曜日,なし,レンジのみ,169,1.2,29.0,-110.0,10.0,-5.0,0.817,-175.0,14,52,1.1,25.0,-65.0,10.0,-5.0,0.667,-80.0,9,0.816,9.7,不採用
トレンド押し目(EMA200+RSI40/60),15,10,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,193,1.2,39.9,-55.7,14.34,-10.0,0.952,-323.9,10,77,1.1,33.8,-106.3,15.0,-9.73,0.786,-145.0,7,0.826,9.7,不採用
"RSI逆張り(30,70)",10,5,22時台,全曜日,なし,トレンド順方向のみ,17,1.0,41.2,20.0,10.0,-5.0,1.4,-15.0,3,6,1.0,0.0,-30.0,0.0,-5.0,0.0,-25.0,6,0.0,9.7,不採用
"EMAクロス(5,20)",5,10,22時台,全曜日,なし,トレンド順方向のみ,231,1.1,61.0,-145.3,4.98,-9.42,0.829,-186.5,4,89,1.1,57.3,-119.9,5.0,-9.87,0.68,-119.9,5,0.82,9.7,不採用
"MACDクロス(12,26,9)",8,20,9時台,全曜日,なし,トレンド順方向のみ,258,1.0,69.0,-155.6,7.96,-19.65,0.901,-373.3,4,105,1.0,65.7,-151.7,8.0,-19.55,0.784,-208.0,5,0.87,9.7,不採用
トレンド押し目(EMA200+RSI40/60),5,5,10時台,全曜日,なし,トレンド順方向のみ,99,1.1,43.4,-65.0,5.0,-5.0,0.768,-100.0,9,16,1.1,31.2,-30.0,5.0,-5.0,0.455,-40.0,8,0.592,9.7,不採用
"RSI逆張り(30,70)",20,5,22時台,全曜日,なし,トレンド順方向のみ,17,1.0,17.6,-20.4,16.53,-5.0,0.709,-25.4,5,6,1.0,0.0,-30.0,0.0,-5.0,0.0,-25.0,6,0.0,9.7,不採用
トレンド押し目(EMA200+RSI40/60),8,5,10時台,全曜日,なし,レンジのみ,169,1.2,33.7,-104.0,8.0,-5.0,0.814,-138.0,11,52,1.1,28.8,-65.0,8.0,-5.0,0.649,-74.0,9,0.797,9.6,不採用
"EMAクロス(10,50)",10,20,21時台,全曜日,なし,上昇トレンドのみ,136,1.1,61.8,-100.6,9.85,-17.85,0.892,-254.8,12,56,1.0,55.4,-122.0,9.56,-16.74,0.708,-122.0,4,0.794,9.6,不採用
"RSI逆張り(25,75)",8,20,22時台,全曜日,なし,下降トレンドのみ,82,1.2,68.3,-34.6,7.87,-18.27,0.927,-104.0,2,22,1.2,59.1,-55.1,8.0,-17.68,0.654,-115.1,4,0.706,9.6,不採用
"MACDクロス(12,26,9)",8,20,21時台,全曜日,なし,レンジのみ,218,1.1,62.4,-414.8,7.84,-18.06,0.72,-490.3,5,84,1.1,60.7,-166.0,8.0,-17.39,0.711,-203.7,5,0.987,9.6,不採用
"EMAクロス(10,50)",8,10,16時台,全曜日,なし,上昇トレンドのみ,152,1.1,53.9,-39.8,7.94,-9.87,0.942,-174.8,5,58,1.1,48.3,-83.8,7.72,-10.0,0.721,-140.0,5,0.765,9.6,不採用
"RSI逆張り(25,75)",20,20,16時台,全曜日,なし,レンジのみ,33,1.0,48.5,-76.8,16.45,-20.0,0.774,-128.7,4,6,1.0,33.3,-51.9,14.05,-20.0,0.351,-60.0,4,0.453,9.6,不採用
"RSI逆張り(30,70)",8,10,9時台,全曜日,なし,下降トレンドのみ,150,1.2,56.7,30.0,8.0,-10.0,1.046,-76.0,5,60,1.3,48.3,-78.0,8.0,-10.0,0.748,-146.0,5,0.715,9.6,不採用
"MACDクロス(12,26,9)",15,20,22時台,全曜日,なし,下降トレンドのみ,261,1.1,50.2,-451.6,13.65,-17.22,0.798,-513.7,7,96,1.1,50.0,-202.4,13.19,-17.41,0.758,-245.4,4,0.95,9.6,不採用
"RSI逆張り(25,75)",10,15,9時台,全曜日,なし,下降トレンドのみ,71,1.1,67.6,135.0,10.0,-15.0,1.391,-65.0,4,25,1.2,48.0,-75.0,10.0,-15.0,0.615,-100.0,2,0.442,9.6,不採用
"EMAクロス(5,20)",15,20,21時台,全曜日,なし,レンジのみ,156,1.1,54.5,-117.1,13.7,-18.05,0.909,-171.0,4,62,1.1,48.4,-138.9,13.82,-17.3,0.749,-185.0,3,0.824,9.6,不採用
"MACDクロス(12,26,9)",8,5,10時台,全曜日,なし,トレンド順方向のみ,192,1.1,32.3,-154.0,8.0,-5.0,0.763,-176.0,12,81,1.1,29.6,-93.0,8.0,-5.0,0.674,-107.0,9,0.883,9.6,不採用
"EMAクロス(5,20)",10,15,22時台,全曜日,なし,トレンド順方向のみ,224,1.0,55.8,-63.4,9.5,-12.64,0.949,-231.3,6,87,1.0,52.9,-117.1,9.73,-13.77,0.793,-192.8,6,0.836,9.6,不採用
トレンド押し目(EMA200+RSI40/60),10,20,10時台,全曜日,なし,上昇トレンドのみ,58,1.0,55.2,-184.9,10.0,-19.42,0.634,-194.9,5,12,1.0,50.0,-60.0,10.0,-20.0,0.5,-80.0,5,0.789,9.6,不採用
"RSI逆張り(25,75)",8,10,9時台,全曜日,なし,下降トレンドのみ,74,1.1,60.8,70.0,8.0,-10.0,1.241,-62.0,4,28,1.3,46.4,-46.0,8.0,-10.0,0.693,-90.0,6,0.558,9.6,不採用
"RSI逆張り(25,75)",5,10,NY(21-23時),全曜日,なし,レンジのみ,103,1.2,62.1,-70.0,5.0,-10.0,0.821,-95.0,5,34,1.2,52.9,-70.0,5.0,-10.0,0.562,-90.0,4,0.685,9.6,不採用
"MACDクロス(12,26,9)",10,10,9時台,全曜日,なし,トレンド順方向のみ,258,1.0,50.0,0.0,10.0,-10.0,1.0,-310.0,8,109,1.1,44.0,-130.0,10.0,-10.0,0.787,-170.0,6,0.787,9.6,不採用
トレンド押し目(EMA200+RSI40/60),10,15,21時台,全曜日,なし,なし,284,1.1,56.7,-212.5,9.6,-14.29,0.879,-350.5,6,106,1.1,52.8,-140.7,10.0,-14.01,0.799,-260.7,6,0.909,9.6,不採用
"RSI逆張り(30,70)",15,20,22時台,全曜日,なし,トレンド順方向のみ,17,1.0,76.5,109.1,14.08,-18.5,2.474,-20.0,1,6,1.0,33.3,-50.0,15.0,-20.0,0.375,-60.0,4,0.152,9.6,不採用
"MACDクロス(12,26,9)",5,10,10時台,全曜日,なし,トレンド順方向のみ,190,1.0,64.2,-70.0,5.0,-10.0,0.897,-180.0,4,80,1.1,57.5,-110.0,5.0,-10.0,0.676,-135.0,4,0.754,9.6,不採用
"MACDクロス(12,26,9)",8,20,22時台,全曜日,なし,トレンド順方向のみ,288,1.0,67.7,4.3,7.56,-15.81,1.003,-175.6,4,115,1.0,64.3,-172.6,7.93,-18.52,0.773,-211.5,3,0.771,9.6,不採用
トレンド押し目(EMA200+RSI40/60),10,5,NY(21-23時),全曜日,なし,下降トレンドのみ,125,1.2,38.4,84.9,9.79,-5.0,1.221,-45.0,9,49,1.3,26.5,-50.0,10.0,-5.0,0.722,-80.0,10,0.591,9.5,不採用
"RSI逆張り(25,75)",8,15,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,193,1.4,60.1,-213.5,7.93,-14.72,0.812,-314.5,4,83,1.5,59.0,-118.0,8.0,-15.0,0.769,-276.0,6,0.947,9.5,不採用
